gene,sig,sig_cell_types
NCOR1,0,[]
NCOR2,0,[]
NCR1,0,[]
NCR2,0,[]
NCR3,0,[]
NCS1,0,[]
NCSTN,0,[]
NDP,0,[]
NEDD9,0,[]
MTOR,0,[]
MTNR1B,0,[]
NDRG4,0,[]
MTNR1A,0,[]
NDST4,0,[]
NDUFA3,0,[]
NDUFAB1,0,[]
NEBL,0,[]
NECAB2,0,[]
NECTIN1,0,[]
NECTIN2,0,[]
NECTIN3,0,[]
NEDD4,0,[]
NEDD4L,0,[]
NTRK1,0,[]
NTRK2,0,[]
NTS,0,[]
PCDHA1,0,[]
PCGEM1,0,[]
PCDHB14,0,[]
MMP13,0,[]
PCDHA9,0,[]
PCDHA4,0,[]
PCDHA2,0,[]
PCDH8,0,[]
NTSR1,0,[]
PCDH20,0,[]
PCDH18,0,[]
PCDH17,0,[]
PCDH11Y,0,[]
PCDH11X,0,[]
PCDH10,0,[]
PCID2,0,[]
PCK1,0,[]
PCNA,0,[]
PCNX3,0,[]
PCSK1,0,[]
PCSK9,0,[]
PDCD1,0,[]
PDCD10,0,[]
PDCD1LG2,0,[]
PDCD4,0,[]
PDCD6,0,[]
PDCD6IP,0,[]
PDE10A,0,[]
MMP12,0,[]
MMP11,0,[]
MMEL1,0,[]
PDE3A,0,[]
PCCB,0,[]
PCBP3,0,[]
PCBD2,0,[]
PAX3,0,[]
PARK7,0,[]
PARM1,0,[]
PARP1,0,[]
PARP11,0,[]
RGS4,0,[]
MNS1,0,[]
MMRN2,0,[]
PARP15,0,[]
PARP3,0,[]
PART1,0,[]
PASD1,0,[]
PAWR,0,[]
PAX1,0,[]
PAX2,0,[]
PAX5,0,[]
PCBD1,0,[]
PAX6,0,[]
PAX7,0,[]
MMP9,0,[]
PBDC1,0,[]
PBK,0,[]
PBLD,0,[]
PBX1,0,[]
PBX3,0,[]
MMP8,0,[]
PBXIP1,0,[]
PC,0,[]
MMP21,0,[]
PCA3,0,[]
PCAT1,0,[]
PDE4A,0,[]
PDE4B,0,[]
PDE4DIP,0,[]
PGAP1,0,[]
PECAM1,0,[]
PEF1,0,[]
PEG10,0,[]
PELO,0,[]
PELP1,0,[]
PENK,0,[]
PEPD,0,[]
PER1,0,[]
PER2,0,[]
MITF,0,[]
PFKFB3,0,[]
PFKP,0,[]
MITD1,0,[]
PGAM5,0,[]
MIPOL1,0,[]
MKI67,0,[]
PGAP2,0,[]
PGBD1,0,[]
PGF,0,[]
PGGT1B,0,[]
MINPP1,0,[]
MUC5B,0,[]
PGR,0,[]
MINDY2,0,[]
PHB,0,[]
PHB2,0,[]
PHETA1,0,[]
MINDY1,0,[]
PHEX,0,[]
PHF10,0,[]
PEBP4,0,[]
PDZK1,0,[]
PDE5A,0,[]
PDIA2,0,[]
PDE6H,0,[]
PDGFA,0,[]
MME,0,[]
MMADHC,0,[]
PDGFD,0,[]
PDGFRA,0,[]
PDGFRB,0,[]
PDGFRL,0,[]
MMACHC,0,[]
MLXIPL,0,[]
PDHA1,0,[]
PDHB,0,[]
MLXIP,0,[]
MLPH,0,[]
MLH1,0,[]
PDZD7,0,[]
MLF1,0,[]
PDK1,0,[]
PDLIM2,0,[]
MLANA,0,[]
PDLIM4,0,[]
MKX,0,[]
MKRN3,0,[]
PDPK1,0,[]
MKRN2,0,[]
PDX1,0,[]
PDXDC1,0,[]
PDYN,0,[]
MKNK1,0,[]
PDZD4,0,[]
PARD3,0,[]
MNX1,0,[]
PAPPA2,0,[]
MRFAP1L1,0,[]
OBP2A,0,[]
MRM3,0,[]
OCLN,0,[]
OCM2,0,[]
OCRL,0,[]
ODF2L,0,[]
ODR4,0,[]
OGDH,0,[]
MRGPRX2,0,[]
OGG1,0,[]
OGT,0,[]
OIT3,0,[]
OLFM1,0,[]
OLFM2,0,[]
OLFML3,0,[]
OAS1,0,[]
MRE11,0,[]
MRC2,0,[]
OLIG1,0,[]
OLIG2,0,[]
MRAP2,0,[]
OLR1,0,[]
ONECUT3,0,[]
OPALIN,0,[]
MRAP,0,[]
OPN1LW,0,[]
MR1,0,[]
OPRD1,0,[]
OPRK1,0,[]
OPRL1,0,[]
OAS3,0,[]
NYX,0,[]
OPRPN,0,[]
MS4A2,0,[]
NTSR2,0,[]
NUAK2,0,[]
NUCB2,0,[]
NUDCD1,0,[]
NUDCD2,0,[]
NUDT1,0,[]
NUDT16L1,0,[]
NUDT21,0,[]
NUMA1,0,[]
NUMB,0,[]
NUP107,0,[]
NUP153,0,[]
NUP214,0,[]
MSC,0,[]
NUP62,0,[]
NXT2,0,[]
MS4A1,0,[]
NUP93,0,[]
NUP98,0,[]
NUSAP1,0,[]
NUTF2,0,[]
NVL,0,[]
NXF1,0,[]
NXF3,0,[]
NXN,0,[]
MRTFB,0,[]
MRTFA,0,[]
NXPH2,0,[]
NXPH4,0,[]
MRPL45,0,[]
OPRM1,0,[]
MPZL1,0,[]
PAPPA,0,[]
PAIP2,0,[]
PABPC1L,0,[]
MPI,0,[]
PABPC4,0,[]
MPHOSPH9,0,[]
PACC1,0,[]
MPDZ,0,[]
MPDU1,0,[]
PADI2,0,[]
MOV10,0,[]
PADI4,0,[]
PAEP,0,[]
PAGE4,0,[]
MON2,0,[]
PAH,0,[]
PAK1,0,[]
MPL,0,[]
PAK1IP1,0,[]
PAK2,0,[]
PAK4,0,[]
PALB2,0,[]
PALLD,0,[]
PALMD,0,[]
MOG,0,[]
PAM,0,[]
PANK2,0,[]
PANX1,0,[]
MOB4,0,[]
MOB2,0,[]
PANX2,0,[]
PANX3,0,[]
P4HTM,0,[]
MPLKIP,0,[]
MPZ,0,[]
MPP7,0,[]
OPTN,0,[]
ORAI2,0,[]
ORAI3,0,[]
MPPED2,0,[]
ORC6,0,[]
OSBP2,0,[]
OSCP1,0,[]
OSGIN1,0,[]
MPPED1,0,[]
OSM,0,[]
OSR2,0,[]
OTOF,0,[]
OTUB1,0,[]
OTX2,0,[]
OVOL2,0,[]
P4HA3,0,[]
OXER1,0,[]
OXSM,0,[]
OXSR1,0,[]
OXTR,0,[]
P2RX1,0,[]
P2RX3,0,[]
P2RX4,0,[]
P2RX7,0,[]
P2RY1,0,[]
P2RY12,0,[]
MPO,0,[]
P2RY2,0,[]
P2RY6,0,[]
P4HA1,0,[]
PGM1,0,[]
RRP12,0,[]
RGS5,0,[]
TOM1L2,0,[]
TNXB,0,[]
TNS2,0,[]
TNR,0,[]
TNPO3,0,[]
TNNT2,0,[]
TNNI3,0,[]
TNMD,0,[]
TNKS,0,[]
TNK2,0,[]
TNIP1,0,[]
TNFSF9,0,[]
TNFSF8,0,[]
TNFSF4,0,[]
TNFSF18,0,[]
TNFSF15,0,[]
TOLLIP,0,[]
TOMM34,0,[]
TNFSF13B,0,[]
TOMM40,0,[]
TP53BP2,0,[]
TP53BP1,0,[]
TP53,0,[]
TOX4,0,[]
TOX2,0,[]
TOX,0,[]
TOR3A,0,[]
TOR1A,0,[]
TOPBP1,0,[]
TOP3B,0,[]
TOP2B,0,[]
TOP2A,0,[]
TOP1MT,0,[]
TOP1,0,[]
TONSL,0,[]
TNFSF14,0,[]
TNFSF13,0,[]
TP73,0,[]
TNFRSF10B,0,[]
TNFAIP8,0,[]
TMX2,0,[]
TMX1,0,[]
TMUB2,0,[]
TMTC4,0,[]
TMTC3,0,[]
TMPRSS6,0,[]
TMPRSS2,0,[]
TMPRSS13,0,[]
TMPRSS11E,0,[]
TMPO,0,[]
TMIGD2,0,[]
TMEM9B,0,[]
TMEM98,0,[]
TMEM97,0,[]
TNFRSF10A,0,[]
TNFRSF10C,0,[]
TNFSF12,0,[]
TNFRSF10D,0,[]
TNFSF11,0,[]
TNFSF10,0,[]
TNFRSF9,0,[]
TNFRSF8,0,[]
TNFRSF6B,0,[]
TNFRSF1B,0,[]
TNFRSF1A,0,[]
TNFRSF18,0,[]
TNFRSF17,0,[]
TNFRSF14,0,[]
TNFRSF13C,0,[]
TNFRSF13B,0,[]
TNFRSF12A,0,[]
TNFRSF11B,0,[]
TNFRSF11A,0,[]
TP63,0,[]
TPBG,0,[]
TMEM45A,0,[]
TRPS1,0,[]
TRPM7,0,[]
TRPM6,0,[]
TRPM4,0,[]
TRPM3,0,[]
TRPM2,0,[]
TRPM1,0,[]
TRPC7,0,[]
TRPC6,0,[]
TRPC5,0,[]
TRPC4,0,[]
TRPC3,0,[]
TRPC1,0,[]
TRPA1,0,[]
TRO,0,[]
TRMT2A,0,[]
TRPM8,0,[]
TRPV1,0,[]
TRIP13,0,[]
TRPV4,0,[]
TSPAN14,0,[]
TSPAN13,0,[]
TSPAN12,0,[]
TSPAN10,0,[]
TSNAXIP1,0,[]
TSLP,0,[]
TSHZ1,0,[]
TSHR,0,[]
TSG101,0,[]
TSC2,0,[]
TSC1,0,[]
TSBP1,0,[]
TRUB1,0,[]
TRRAP,0,[]
TRPV6,0,[]
TRMT1L,0,[]
TRIM67,0,[]
TPH1,0,[]
TRDC,0,[]
TRAFD1,0,[]
TRAF6,0,[]
TRAF5,0,[]
TRAF4,0,[]
TRAF3IP3,0,[]
TRAF3IP2,0,[]
TRAF3,0,[]
TRAF2,0,[]
TRAF1,0,[]
TPX2,0,[]
TPTE,0,[]
TPPP3,0,[]
TPPP,0,[]
TPMT,0,[]
TPH2,0,[]
TRAP1,0,[]
TREML2,0,[]
TRIM66,0,[]
TREX1,0,[]
TRIM65,0,[]
TRIM55,0,[]
TRIM5,0,[]
TRIM47,0,[]
TRIM28,0,[]
TRIM27,0,[]
TRIM25,0,[]
TRIM23,0,[]
TRIM21,0,[]
TRIB3,0,[]
TRIB2,0,[]
TRIB1,0,[]
TRHR,0,[]
TRH,0,[]
TREX2,0,[]
TMEM45B,0,[]
TMEM43,0,[]
RHAG,0,[]
TET2,0,[]
TESK2,0,[]
TES,0,[]
TERT,0,[]
TERF2,0,[]
TERF1,0,[]
TENT5C,0,[]
TENT5B,0,[]
TELO2,0,[]
TEKT4,0,[]
TEKT3,0,[]
TEKT1,0,[]
TEK,0,[]
TEFM,0,[]
TEDC1,0,[]
TECPR1,0,[]
TET1,0,[]
TEX11,0,[]
TDRD7,0,[]
TEX14,0,[]
TGFB1I1,0,[]
TGFB1,0,[]
TGFA,0,[]
TG,0,[]
TFRC,0,[]
TFR2,0,[]
TFPI2,0,[]
TFPI,0,[]
TFEB,0,[]
TFE3,0,[]
TFAP2B,0,[]
TFAP2A,0,[]
TFAM,0,[]
TEX35,0,[]
TEX30,0,[]
TEC,0,[]
TDRD3,0,[]
TGFB3,0,[]
TBXAS1,0,[]
TBX5,0,[]
TBX4,0,[]
TBX3,0,[]
TBX21,0,[]
TBX2,0,[]
TBX19,0,[]
TBX15,0,[]
TBRG4,0,[]
TBR1,0,[]
TBP,0,[]
TBL2,0,[]
TBL1Y,0,[]
TBK1,0,[]
TBCK,0,[]
TBC1D8B,0,[]
TBXA2R,0,[]
TC2N,0,[]
TDO2,0,[]
TCEA3,0,[]
TDGF1,0,[]
TCP1,0,[]
TCOF1,0,[]
TCL1A,0,[]
TCIM,0,[]
TCFL5,0,[]
TCF7L2,0,[]
TCF7,0,[]
TCF4,0,[]
TCF3,0,[]
TCF21,0,[]
TCF20,0,[]
TCERG1L,0,[]
TCEANC2,0,[]
TCEANC,0,[]
TGFB2,0,[]
TGFBR1,0,[]
TMEM39A,0,[]
TMBIM4,0,[]
TM9SF4,0,[]
TM6SF2,0,[]
TM4SF5,0,[]
TLR9,0,[]
TLR8,0,[]
TLR7,0,[]
TLR6,0,[]
TLR3,0,[]
TLR10,0,[]
TLR1,0,[]
TLK2,0,[]
TLK1,0,[]
TLE6,0,[]
TKTL1,0,[]
TKT,0,[]
TMA16,0,[]
TMEFF2,0,[]
TJP2,0,[]
TMEM100,0,[]
TMEM33,0,[]
TMEM237,0,[]
TMEM209,0,[]
TMEM201,0,[]
TMEM192,0,[]
TMEM185A,0,[]
TMEM164,0,[]
TMEM14C,0,[]
TMEM130,0,[]
TMEM126A,0,[]
TMEM123,0,[]
TMEM120B,0,[]
TMEM119,0,[]
TMEM109,0,[]
TMEM106B,0,[]
TK1,0,[]
TJP1,0,[]
TGFBR2,0,[]
THRB,0,[]
THEMIS2,0,[]
THEMIS,0,[]
THEM6,0,[]
THBS2,0,[]
THBD,0,[]
THAP3,0,[]
THAP2,0,[]
THAP11,0,[]
TH,0,[]
TGM6,0,[]
TGM4,0,[]
TGM3,0,[]
TGM2,0,[]
TGM1,0,[]
TGFBR3,0,[]
THPO,0,[]
THUMPD3,0,[]
TIRAP,0,[]
THYN1,0,[]
TIPARP,0,[]
TINAGL1,0,[]
TINAG,0,[]
TIMP4,0,[]
TIMP2,0,[]
TIMM50,0,[]
TIMM29,0,[]
TIGIT,0,[]
TIGD5,0,[]
TIE1,0,[]
TICRR,0,[]
TICAM2,0,[]
TICAM1,0,[]
TIAM2,0,[]
TIAM1,0,[]
TSPAN18,0,[]
TSPAN3,0,[]
TSPAN31,0,[]
YTHDF3,0,[]
YTHDC2,0,[]
YLPM1,0,[]
YJEFN3,0,[]
YIPF5,0,[]
YIPF1,0,[]
YIF1B,0,[]
YES1,0,[]
YAP1,0,[]
XRCC6,0,[]
XRCC5,0,[]
XRCC4,0,[]
XRCC3,0,[]
XRCC2,0,[]
XRCC1,0,[]
XPR1,0,[]
YTHDF1,0,[]
YWHAQ,0,[]
XPO6,0,[]
YY1,0,[]
ZBTB48,0,[]
ZBTB40,0,[]
ZBTB4,0,[]
ZBTB33,0,[]
ZBTB3,0,[]
ZBTB25,0,[]
ZBTB21,0,[]
ZBTB16,0,[]
ZBTB10,0,[]
ZBTB1,0,[]
ZBP1,0,[]
ZBED9,0,[]
ZAP70,0,[]
ZAN,0,[]
YY1AP1,0,[]
XPO7,0,[]
XPO5,0,[]
ZC2HC1A,0,[]
WNT5B,0,[]
WNT4,0,[]
WNT3A,0,[]
WNT3,0,[]
WNT2,0,[]
WNT1,0,[]
WFS1,0,[]
WFDC1,0,[]
WEE2,0,[]
WEE1,0,[]
WDR90,0,[]
WDR81,0,[]
WDR77,0,[]
WDR74,0,[]
WDR72,0,[]
WDR55,0,[]
WNT5A,0,[]
WRAP73,0,[]
XPO1,0,[]
WRN,0,[]
XPNPEP3,0,[]
XPNPEP1,0,[]
XPC,0,[]
XPA,0,[]
XIRP1,0,[]
XIAP,0,[]
XDH,0,[]
XCR1,0,[]
XCL2,0,[]
XBP1,0,[]
WWTR1,0,[]
WWP2,0,[]
WWOX,0,[]
WWC1,0,[]
WT1,0,[]
ZBTB49,0,[]
ZC3H12A,0,[]
TSPAN4,0,[]
ZNF639,0,[]
ZNF592,0,[]
ZNF512,0,[]
ZNF451,0,[]
ZNF449,0,[]
ZNF410,0,[]
ZNF408,0,[]
ZNF395,0,[]
ZNF346,0,[]
ZNF341,0,[]
ZNF326,0,[]
ZNF296,0,[]
ZNF281,0,[]
ZNF280C,0,[]
ZNF232,0,[]
ZNF177,0,[]
ZNF608,0,[]
ZNF683,0,[]
ZNF142,0,[]
ZNF687,0,[]
ZYG11B,0,[]
ZUP1,0,[]
ZSWIM6,0,[]
ZSCAN26,0,[]
ZSCAN20,0,[]
ZSCAN16,0,[]
ZSCAN12,0,[]
ZSCAN1,0,[]
ZPR1,0,[]
ZNF829,0,[]
ZNF827,0,[]
ZNF804A,0,[]
ZNF8,0,[]
ZNF768,0,[]
ZNF76,0,[]
ZNF165,0,[]
ZNF106,0,[]
ZC3H12D,0,[]
ZFHX3,0,[]
ZFAND5,0,[]
ZER1,0,[]
ZEB2,0,[]
ZEB1,0,[]
ZDHHC22,0,[]
ZDHHC17,0,[]
ZCCHC8,0,[]
ZCCHC3,0,[]
ZCCHC2,0,[]
ZCCHC17,0,[]
ZCCHC10,0,[]
ZC4H2,0,[]
ZC3HAV1L,0,[]
ZC3H7A,0,[]
ZC3H18,0,[]
ZFAT,0,[]
ZFHX4,0,[]
ZMYND19,0,[]
ZFP57,0,[]
ZMYND10,0,[]
ZMYM3,0,[]
ZMYM1,0,[]
ZMPSTE24,0,[]
ZMIZ2,0,[]
ZMIZ1,0,[]
ZIC4,0,[]
ZIC2,0,[]
ZHX3,0,[]
ZGRF1,0,[]
ZFYVE26,0,[]
ZFYVE21,0,[]
ZFYVE1,0,[]
ZFX,0,[]
ZFPL1,0,[]
WDR5,0,[]
WDR37,0,[]
WDR26,0,[]
UBE3A,0,[]
UBE2L3,0,[]
UBE2I,0,[]
UBE2D3,0,[]
UBE2D2,0,[]
UBE2D1,0,[]
UBE2C,0,[]
UBD,0,[]
UBASH3B,0,[]
UBASH3A,0,[]
UBAP2L,0,[]
UBAP2,0,[]
UBA1,0,[]
U2AF2,0,[]
U2AF1,0,[]
TYRO3,0,[]
UBE2T,0,[]
UBE4B,0,[]
TYK2,0,[]
UBR3,0,[]
UHRF1,0,[]
UGT2B7,0,[]
UGT2B17,0,[]
UGT1A9,0,[]
UGT1A4,0,[]
UGT1A1,0,[]
UGDH,0,[]
UFC1,0,[]
UEVLD,0,[]
UCP2,0,[]
UCN,0,[]
UCHL1,0,[]
UCA1,0,[]
UBTF,0,[]
UBR5,0,[]
TYMS,0,[]
TXNRD1,0,[]
WDR12,0,[]
TTK,0,[]
TTC9C,0,[]
TTC4,0,[]
TTC23L,0,[]
TTC23,0,[]
TTC12,0,[]
TSSK3,0,[]
TSSK1B,0,[]
TSSC4,0,[]
TSPYL5,0,[]
TSPY1,0,[]
TSPOAP1,0,[]
TSPO,0,[]
TSPAN9,0,[]
TSPAN8,0,[]
TSPAN7,0,[]
TTI1,0,[]
TTPA,0,[]
TXNDC9,0,[]
TUBA4A,0,[]
TXNDC16,0,[]
TXK,0,[]
TWSG1,0,[]
TWIST2,0,[]
TWIST1,0,[]
TUSC2,0,[]
TUFM,0,[]
TUBG1,0,[]
TUBD1,0,[]
TUBB6,0,[]
TUBB4A,0,[]
TUBB3,0,[]
TUBB2B,0,[]
TUBB2A,0,[]
TUBB,0,[]
ULBP2,0,[]
ULK1,0,[]
ULK2,0,[]
VPS50,0,[]
VPS37B,0,[]
VPS35,0,[]
VPS13B,0,[]
VPS13A,0,[]
VLDLR,0,[]
VIPR2,0,[]
VIPR1,0,[]
VIP,0,[]
VHL,0,[]
VGLL3,0,[]
VGF,0,[]
VEGFD,0,[]
VEGFC,0,[]
VEGFA,0,[]
VDAC2,0,[]
VPS4A,0,[]
VSIR,0,[]
UMOD,0,[]
VSNL1,0,[]
WDHD1,0,[]
WDFY4,0,[]
WDFY3,0,[]
WBP2,0,[]
WASL,0,[]
WASHC4,0,[]
WASHC3,0,[]
WASHC2A,0,[]
WAPL,0,[]
VWA8,0,[]
VTCN1,0,[]
VSX2,0,[]
VSTM2L,0,[]
VSTM2B,0,[]
VSTM1,0,[]
VCAM1,0,[]
VAX1,0,[]
VAV3,0,[]
VAV1,0,[]
URGCP,0,[]
URB1,0,[]
UQCC3,0,[]
UQCC1,0,[]
UPK3B,0,[]
UPK3A,0,[]
UPK2,0,[]
UPK1A,0,[]
UPF1,0,[]
UNG,0,[]
UNC5A,0,[]
UNC45A,0,[]
UNC13A,0,[]
UNC119,0,[]
UMPS,0,[]
USF1,0,[]
USP10,0,[]
USP11,0,[]
USP9Y,0,[]
VAPB,0,[]
VAMP5,0,[]
VAMP3,0,[]
UTS2,0,[]
UTRN,0,[]
UTP23,0,[]
USP7,0,[]
USP27X,0,[]
USP6,0,[]
USP53,0,[]
USP38,0,[]
USP36,0,[]
USP32,0,[]
USP29,0,[]
TBC1D30,0,[]
TBC1D22B,0,[]
TASOR2,0,[]
SFXN2,0,[]
SFSWAP,0,[]
SFRP5,0,[]
SFRP4,0,[]
SFRP1,0,[]
SFPQ,0,[]
SF3B4,0,[]
SF3B3,0,[]
SF3A1,0,[]
SEZ6L2,0,[]
SEZ6L,0,[]
SETDB1,0,[]
SETD4,0,[]
SESN2,0,[]
SERPINI2,0,[]
SERPINF2,0,[]
SFXN1,0,[]
SGCA,0,[]
SERPIND1,0,[]
SGSH,0,[]
SHC1,0,[]
SHBG,0,[]
SHARPIN,0,[]
SHANK3,0,[]
SH3TC2,0,[]
SH3RF2,0,[]
SH3GLB2,0,[]
SH3BP5L,0,[]
SH3BP5,0,[]
SH3BGRL2,0,[]
SH3BGR,0,[]
SH2D2A,0,[]
SH2D1B,0,[]
SH2D1A,0,[]
SH2B2,0,[]
SERPINE1,0,[]
SERPINC1,0,[]
SHFL,0,[]
SEMA3D,0,[]
SEMA3A,0,[]
SELPLG,0,[]
SELP,0,[]
SELENOT,0,[]
SELENBP1,0,[]
SELE,0,[]
SEL1L,0,[]
SECISBP2L,0,[]
SEC23B,0,[]
SEC16A,0,[]
SEC14L3,0,[]
SDK2,0,[]
SDHB,0,[]
SDHAF3,0,[]
SDHA,0,[]
SEMA3C,0,[]
SEMA3F,0,[]
SERPINB7,0,[]
SEMA4B,0,[]
SERPINB5,0,[]
SERPINB4,0,[]
SERPINB2,0,[]
SERPINA9,0,[]
SERPINA5,0,[]
SERPINA3,0,[]
SERPINA12,0,[]
SEPTIN9,0,[]
SEPTIN6,0,[]
SEPTIN5,0,[]
SENP6,0,[]
SENP1,0,[]
SEMA7A,0,[]
SEMA4D,0,[]
SEMA4C,0,[]
SHC4,0,[]
SHH,0,[]
SLC26A3,0,[]
SLC22A12,0,[]
SLC20A2,0,[]
SLC1A5,0,[]
SLC1A3,0,[]
SLC1A2,0,[]
SLC1A1,0,[]
SLC19A1,0,[]
SLC17A8,0,[]
SLC17A7,0,[]
SLC17A6,0,[]
SLC17A5,0,[]
SLC16A9,0,[]
SLC16A4,0,[]
SLC16A1,0,[]
SLC15A1,0,[]
SLC12A6,0,[]
SLC22A1,0,[]
SLC22A2,0,[]
SLC11A2,0,[]
SLC22A4,0,[]
SLC25A40,0,[]
SLC25A4,0,[]
SLC25A39,0,[]
SLC25A31,0,[]
SLC25A17,0,[]
SLC25A13,0,[]
SLC25A11,0,[]
SLC25A10,0,[]
SLC25A1,0,[]
SLC24A4,0,[]
SLC24A1,0,[]
SLC23A2,0,[]
SLC22A9,0,[]
SLC22A8,0,[]
SLC22A5,0,[]
SLC12A2,0,[]
SLC11A1,0,[]
SHLD1,0,[]
SIMC1,0,[]
SIK3,0,[]
SIK2,0,[]
SIGMAR1,0,[]
SIGLEC7,0,[]
SIGLEC6,0,[]
SIGLEC11,0,[]
SIGLEC1,0,[]
SIGIRR,0,[]
SIAH1,0,[]
SIAE,0,[]
SHROOM1,0,[]
SHOX,0,[]
SHMT2,0,[]
SHMT1,0,[]
SHLD2,0,[]
SIM2,0,[]
SIN3A,0,[]
SLC10A1,0,[]
SINHCAF,0,[]
SLAMF8,0,[]
SLAMF6,0,[]
SLAMF1,0,[]
SKP2,0,[]
SKP1,0,[]
SKA3,0,[]
SIX1,0,[]
SIRT7,0,[]
SIRT6,0,[]
SIRT3,0,[]
SIRT2,0,[]
SIRT1,0,[]
SIRPG,0,[]
SIRPB1,0,[]
SIRPA,0,[]
SDC4,0,[]
SDC3,0,[]
SDAD1,0,[]
RPA1,0,[]
ROS1,0,[]
RORC,0,[]
RORB,0,[]
ROR2,0,[]
ROR1,0,[]
ROCK2,0,[]
ROCK1,0,[]
ROBO4,0,[]
RO60,0,[]
RNF43,0,[]
RNF39,0,[]
RNF38,0,[]
RNF31,0,[]
RNF26,0,[]
RNF2,0,[]
RP1L1,0,[]
RPA2,0,[]
RNF180,0,[]
RPA3,0,[]
MAP2K5,0,[]
RRM2,0,[]
RRM1,0,[]
RREB1,0,[]
RRAS,0,[]
RRAD,0,[]
RPUSD2,0,[]
RPTOR,0,[]
RPS6KA5,0,[]
RPRML,0,[]
RPRM,0,[]
RPF1,0,[]
RPE65,0,[]
RPAP3,0,[]
RPAP1,0,[]
RNF187,0,[]
RNF167,0,[]
SCRN1,0,[]
RIPK1,0,[]
RIMS4,0,[]
RIMS3,0,[]
RILPL2,0,[]
RILPL1,0,[]
RIDA,0,[]
RIC8A,0,[]
RHOXF2,0,[]
RHOT1,0,[]
RHOH,0,[]
RHOA,0,[]
RHEB,0,[]
RHD,0,[]
RHCE,0,[]
RHBDD2,0,[]
RHBDD1,0,[]
RIOX1,0,[]
RIPK2,0,[]
RNF128,0,[]
RIPK3,0,[]
RNF121,0,[]
RNF112,0,[]
RNASEL,0,[]
RNASEH2B,0,[]
RNASE3,0,[]
RMND5A,0,[]
RMND1,0,[]
RMDN1,0,[]
RLN3,0,[]
RLN2,0,[]
RLN1,0,[]
RLF,0,[]
RITA1,0,[]
RIPOR1,0,[]
RIPK4,0,[]
RRP15,0,[]
RRP1B,0,[]
RRS1,0,[]
SBNO2,0,[]
SAXO1,0,[]
SATB2,0,[]
SATB1,0,[]
SAT2,0,[]
SASH1,0,[]
SART3,0,[]
SART1,0,[]
SAPCD2,0,[]
SAMHD1,0,[]
SAMD9,0,[]
SAMD5,0,[]
SAMD4A,0,[]
SALL4,0,[]
SAFB,0,[]
SACS,0,[]
SBNO1,0,[]
SCAF4,0,[]
RS1,0,[]
SCAMP4,0,[]
SCRIB,0,[]
SCNN1G,0,[]
SCNN1A,0,[]
SCN8A,0,[]
SCN7A,0,[]
SCN3A,0,[]
SCML2,0,[]
SCIN,0,[]
SCGN,0,[]
SCGB1D2,0,[]
SCGB1D1,0,[]
SCG5,0,[]
SCG2,0,[]
SCFD2,0,[]
SCAPER,0,[]
SAC3D1,0,[]
SAA4,0,[]
S1PR5,0,[]
S1PR3,0,[]
RUBCN,0,[]
RTN4IP1,0,[]
RTN4,0,[]
RTN1,0,[]
RTL8C,0,[]
RTL1,0,[]
RTKN2,0,[]
RTCB,0,[]
RSRC1,0,[]
RSPRY1,0,[]
RSPO3,0,[]
RSPO2,0,[]
RSPH9,0,[]
RSBN1,0,[]
RSAD2,0,[]
RUBCNL,0,[]
RUFY2,0,[]
RUNX1,0,[]
RXFP2,0,[]
S1PR1,0,[]
S100A3,0,[]
S100A1,0,[]
RYR1,0,[]
RXRA,0,[]
RXFP3,0,[]
RXFP1,0,[]
RUNX1T1,0,[]
RWDD4,0,[]
RWDD1,0,[]
RUVBL2,0,[]
RUVBL1,0,[]
RUNX3,0,[]
RUNX2,0,[]
SLC26A2,0,[]
SLC29A1,0,[]
TASOR,0,[]
SSRP1,0,[]
SSB,0,[]
SS18,0,[]
SRY,0,[]
SRSF2,0,[]
SRSF1,0,[]
SRPX,0,[]
SRPK1,0,[]
SRI,0,[]
SRFBP1,0,[]
SRF,0,[]
SREBF2,0,[]
SREBF1,0,[]
SRD5A3,0,[]
SRD5A2,0,[]
SRD5A1,0,[]
SSBP3,0,[]
SSTR1,0,[]
SRCAP,0,[]
SSTR2,0,[]
STAT5A,0,[]
STAT4,0,[]
STAT2,0,[]
STAR,0,[]
STAP1,0,[]
STAC3,0,[]
STAB1,0,[]
ST6GAL1,0,[]
SSX4,0,[]
SSX2IP,0,[]
SSX2,0,[]
SSX1,0,[]
SSTR5,0,[]
SSTR4,0,[]
SSTR3,0,[]
SRCIN1,0,[]
SRC,0,[]
STAU2,0,[]
SPI1,0,[]
SPECC1L,0,[]
SPECC1,0,[]
SPDYA,0,[]
SPATS2L,0,[]
SPATS2,0,[]
SPATA7,0,[]
SPATA5L1,0,[]
SPATA5,0,[]
SPATA4,0,[]
SPATA22,0,[]
SPATA18,0,[]
SPATA16,0,[]
SPART,0,[]
SPANXB1,0,[]
SPAG8,0,[]
SPHK1,0,[]
SPIB,0,[]
SRA1,0,[]
SPICE1,0,[]
SQLE,0,[]
SPZ1,0,[]
SPTA1,0,[]
SPRYD7,0,[]
SPRY2,0,[]
SPPL2A,0,[]
SPON2,0,[]
SPON1,0,[]
SPOCK1,0,[]
SPO11,0,[]
SPN,0,[]
SPINK7,0,[]
SPIN3,0,[]
SPIN2A,0,[]
SPIN1,0,[]
