gene,sig,sig_cell_types
CYP2C8,0,[]
DACH2,0,[]
CYP2C9,0,[]
CYP2D6,0,[]
CYP2J2,0,[]
CYP3A5,0,[]
CYP46A1,0,[]
CYP4F2,0,[]
CYP7A1,0,[]
CYREN,0,[]
CYSLTR1,0,[]
CYSLTR2,0,[]
CYTH2,0,[]
CYTOR,0,[]
DAB1,0,[]
DACH1,0,[]
DDX39B,0,[]
DDX3Y,0,[]
DNMT3B,0,[]
DMRT2,0,[]
DNAH14,0,[]
DNAH12,0,[]
DNAH11,0,[]
DNAH10,0,[]
DNAH1,0,[]
DMXL1,0,[]
DMBX1,0,[]
DDX43,0,[]
DLX4,0,[]
DLL4,0,[]
DLL3,0,[]
DLK2,0,[]
DLK1,0,[]
DLG4,0,[]
DNAH2,0,[]
DNAH5,0,[]
DNAH7,0,[]
DNAH8,0,[]
DNAH9,0,[]
DNAI1,0,[]
DNAJA1,0,[]
DNAJA3,0,[]
DNAJB12,0,[]
DNAJB2,0,[]
DNAJB5,0,[]
DNAJC10,0,[]
DNAJC17,0,[]
DNAJC9,0,[]
DNM2,0,[]
DNMT1,0,[]
DNMT3A,0,[]
DLG1,0,[]
DLEU2,0,[]
DLEU1,0,[]
DHODH,0,[]
DDX50,0,[]
DDX51,0,[]
DDX53,0,[]
DDX55,0,[]
DDX58,0,[]
DDX6,0,[]
DEFA1,0,[]
DEFA6,0,[]
DEFB103B,0,[]
DEK,0,[]
DEPDC7,0,[]
DHCR7,0,[]
DHDDS,0,[]
DHFR,0,[]
DHRS1,0,[]
DLD,0,[]
DHRS2,0,[]
DHX29,0,[]
DHX30,0,[]
DHX34,0,[]
DHX57,0,[]
DHX9,0,[]
DIABLO,0,[]
DICER1,0,[]
DIRAS3,0,[]
DIS3,0,[]
DIS3L2,0,[]
DISC1,0,[]
DKC1,0,[]
DKK1,0,[]
CD96,0,[]
CD8B,0,[]
CD86,0,[]
APOBEC3C,0,[]
APPBP2,0,[]
APP,0,[]
APOM,0,[]
APOBEC3G,0,[]
APOBEC3F,0,[]
APOBEC3D,0,[]
APOBEC3B,0,[]
ARMH3,0,[]
APOB,0,[]
APMAP,0,[]
APLNR,0,[]
APLN,0,[]
APLF,0,[]
API5,0,[]
APTX,0,[]
AQP4,0,[]
AQP5,0,[]
AQP7,0,[]
AQP8,0,[]
ARF1,0,[]
ARFIP1,0,[]
ARG1,0,[]
ARG2,0,[]
ARHGAP35,0,[]
ARHGAP36,0,[]
ARHGEF2,0,[]
ARHGEF7,0,[]
ARID1A,0,[]
ARID3B,0,[]
ARL8B,0,[]
ARMC5,0,[]
APEX2,0,[]
APELA,0,[]
APCDD1,0,[]
ANO1,0,[]
ANGPTL7,0,[]
ANGPTL8,0,[]
ANK1,0,[]
ANKHD1,0,[]
ANKK1,0,[]
ANKRD13A,0,[]
ANKRD13D,0,[]
ANKRD17,0,[]
ANKRD30A,0,[]
ANKRD40,0,[]
ANKRD44,0,[]
ANKS1A,0,[]
ANKS6,0,[]
ANKZF1,0,[]
ANO3,0,[]
APC,0,[]
ANP32E,0,[]
ANPEP,0,[]
ANXA10,0,[]
ANXA5,0,[]
AOX1,0,[]
AP1B1,0,[]
AP1M1,0,[]
AP1S3,0,[]
AP2A1,0,[]
AP2M1,0,[]
AP3B2,0,[]
AP3D1,0,[]
AP3M2,0,[]
APAF1,0,[]
ARMC7,0,[]
ARNTL,0,[]
ANGPTL4,0,[]
ATP7B,0,[]
ATXN1L,0,[]
ATXN1,0,[]
ATRX,0,[]
ATR,0,[]
ATPSCKMT,0,[]
ATPAF1,0,[]
ATP7A,0,[]
ARR3,0,[]
ATP6V1H,0,[]
ATP6V1B1,0,[]
ATP5F1C,0,[]
ATP5F1A,0,[]
ATP2A2,0,[]
ATP10D,0,[]
ATXN2,0,[]
ATXN2L,0,[]
ATXN3,0,[]
ATXN7L2,0,[]
AUNIP,0,[]
AURKA,0,[]
AURKC,0,[]
AVPR1A,0,[]
AVPR1B,0,[]
AVPR2,0,[]
AXIN1,0,[]
B3GAT1,0,[]
B4GAT1,0,[]
BAALC,0,[]
BAAT,0,[]
BACE1,0,[]
BACE2,0,[]
ATOH8,0,[]
ATOH7,0,[]
ATOH1,0,[]
ASTN2,0,[]
ARRB1,0,[]
ARRDC3,0,[]
ART1,0,[]
ART3,0,[]
ART4,0,[]
ARX,0,[]
ASCC2,0,[]
ASCC3,0,[]
ASCL1,0,[]
ASCL2,0,[]
ASF1B,0,[]
ASH2L,0,[]
ASPM,0,[]
ASPN,0,[]
ASXL1,0,[]
ATL3,0,[]
ATAD3A,0,[]
ATF1,0,[]
ATF2,0,[]
ATF3,0,[]
ATF4,0,[]
ATF6,0,[]
ATG10,0,[]
ATG16L1,0,[]
ATG2A,0,[]
ATG5,0,[]
ATG7,0,[]
ATIC,0,[]
ATL1,0,[]
ATL2,0,[]
ANGPTL6,0,[]
ANGPTL3,0,[]
CD84,0,[]
ACRV1,0,[]
ACVR1,0,[]
ACTN4,0,[]
ACTN2,0,[]
ACTL7A,0,[]
ACTL6A,0,[]
ACTBL2,0,[]
ACRBP,0,[]
ADGRD1,0,[]
ACPP,0,[]
ACP5,0,[]
ACOD1,0,[]
ACLY,0,[]
ACKR3,0,[]
ACE2,0,[]
ACYP2,0,[]
ADA,0,[]
ADAM10,0,[]
ADAM17,0,[]
ADAM28,0,[]
ADAM9,0,[]
ADAMTS19,0,[]
ADAMTS4,0,[]
ADAMTS5,0,[]
ADAMTSL3,0,[]
ADAR,0,[]
ADCY2,0,[]
ADCYAP1R1,0,[]
ADD1,0,[]
ADGRA1,0,[]
ADGRA3,0,[]
ADGRB1,0,[]
ACAT1,0,[]
ACAP2,0,[]
ACACB,0,[]
ABCC6,0,[]
AAR2,0,[]
AARSD1,0,[]
ABAT,0,[]
ABCA1,0,[]
ABCA3,0,[]
ABCA4,0,[]
ABCA7,0,[]
ABCB1,0,[]
ABCB4,0,[]
ABCB6,0,[]
ABCC12,0,[]
ABCC2,0,[]
ABCC3,0,[]
ABCC4,0,[]
ABCC8,0,[]
ACACA,0,[]
ABCD1,0,[]
ABCD3,0,[]
ABCD4,0,[]
ABCF3,0,[]
ABCG1,0,[]
ABCG2,0,[]
ABHD11,0,[]
ABHD6,0,[]
ABL1,0,[]
ABL2,0,[]
ABO,0,[]
ABTB1,0,[]
ABTB2,0,[]
ACAA2,0,[]
ADGRB2,0,[]
ADGRD2,0,[]
ANGPTL2,0,[]
AKT2,0,[]
ALG2,0,[]
ALG11,0,[]
ALDH7A1,0,[]
ALDH1B1,0,[]
ALAD,0,[]
AKTIP,0,[]
AKT1,0,[]
ADGRG5,0,[]
AKR1C3,0,[]
AKR1B1,0,[]
AKAP8,0,[]
AKAP4,0,[]
AIRE,0,[]
AIP,0,[]
ALG6,0,[]
ALG9,0,[]
ALK,0,[]
ALKBH5,0,[]
ALOX12,0,[]
ALPK3,0,[]
ALX1,0,[]
ALYREF,0,[]
AMACR,0,[]
AMER1,0,[]
AMFR,0,[]
AMH,0,[]
AMIGO1,0,[]
AMIGO3,0,[]
ANAPC1,0,[]
ANGPT1,0,[]
ANGPT2,0,[]
AIMP2,0,[]
AIFM1,0,[]
AIF1L,0,[]
ADRB1,0,[]
ADGRL1,0,[]
ADGRL4,0,[]
ADIPOQ,0,[]
ADIPOR1,0,[]
ADIPOR2,0,[]
ADNP,0,[]
ADORA1,0,[]
ADORA2A,0,[]
ADRA1A,0,[]
ADRA1B,0,[]
ADRA1D,0,[]
ADRA2A,0,[]
ADRA2B,0,[]
ADRA2C,0,[]
ADRB3,0,[]
AICDA,0,[]
ADTRP,0,[]
AFF2,0,[]
AFG1L,0,[]
AFM,0,[]
AGER,0,[]
AGMAT,0,[]
AGO1,0,[]
AGR3,0,[]
AGRP,0,[]
AGTR1,0,[]
AGTR2,0,[]
AGXT,0,[]
AHCY,0,[]
AHSG,0,[]
BACH2,0,[]
BAD,0,[]
BAG2,0,[]
CCDC137,0,[]
CCDC57,0,[]
CCDC51,0,[]
CCDC50,0,[]
CCDC43,0,[]
CCDC33,0,[]
CCDC27,0,[]
CCDC124,0,[]
CCL20,0,[]
CCDC113,0,[]
CCDC103,0,[]
CCDC102B,0,[]
CCAT2,0,[]
CCAR2,0,[]
CC2D1A,0,[]
CCDC6,0,[]
CCDC61,0,[]
CCDC62,0,[]
CCDC7,0,[]
CCDC77,0,[]
CCDC9,0,[]
CCDC91,0,[]
CCK,0,[]
CCKAR,0,[]
CCKBR,0,[]
CCL1,0,[]
CCL11,0,[]
CCL13,0,[]
CCL15,0,[]
CCL16,0,[]
CCL17,0,[]
CCL18,0,[]
CBX5,0,[]
CBX3,0,[]
CBX1,0,[]
CASQ2,0,[]
CARD8,0,[]
CARD9,0,[]
CARF,0,[]
CARM1,0,[]
CARTPT,0,[]
CASC8,0,[]
CASK,0,[]
CASP2,0,[]
CASP3,0,[]
CASP6,0,[]
CASP7,0,[]
CASP8,0,[]
CASP8AP2,0,[]
CASP9,0,[]
CASR,0,[]
CBWD2,0,[]
CASZ1,0,[]
CATSPER2,0,[]
CAV2,0,[]
CAVIN2,0,[]
CAVIN3,0,[]
CBARP,0,[]
CBFB,0,[]
CBLB,0,[]
CBLIF,0,[]
CBLN1,0,[]
CBLN4,0,[]
CBR1,0,[]
CBS,0,[]
CBSL,0,[]
CCL19,0,[]
CCL23,0,[]
BAG3,0,[]
CD244,0,[]
CD2BP2,0,[]
CD2AP,0,[]
CD28,0,[]
CD276,0,[]
CD248,0,[]
CD247,0,[]
CD226,0,[]
CCL25,0,[]
CD22,0,[]
CD209,0,[]
CD200,0,[]
CD180,0,[]
CD177,0,[]
CD163,0,[]
CD300A,0,[]
CD300C,0,[]
CD320,0,[]
CD3EAP,0,[]
CD3G,0,[]
CD4,0,[]
CD44,0,[]
CD46,0,[]
CD47,0,[]
CD55,0,[]
CD58,0,[]
CD59,0,[]
CD5L,0,[]
CD6,0,[]
CD68,0,[]
CD70,0,[]
CD83,0,[]
CD151,0,[]
CD14,0,[]
CD109,0,[]
CCND3,0,[]
CCL26,0,[]
CCL28,0,[]
CCL7,0,[]
CCL8,0,[]
CCN1,0,[]
CCN2,0,[]
CCN5,0,[]
CCNA1,0,[]
CCNA2,0,[]
CCNB1,0,[]
CCNB2,0,[]
CCNB3,0,[]
CCND1,0,[]
CCND2,0,[]
CCNDBP1,0,[]
CD101,0,[]
CCNE1,0,[]
CCNO,0,[]
CCNT1,0,[]
CCNY,0,[]
CCR1,0,[]
CCR3,0,[]
CCR4,0,[]
CCR5,0,[]
CCR9,0,[]
CCRL2,0,[]
CCT3,0,[]
CCT5,0,[]
CCT6A,0,[]
CCT8,0,[]
CARD14,0,[]
CARD10,0,[]
CAPN3,0,[]
BICRAL,0,[]
BLK,0,[]
BIRC7,0,[]
BIRC5,0,[]
BIRC2,0,[]
BIK,0,[]
BID,0,[]
BHMT,0,[]
CAPN1,0,[]
BFSP2,0,[]
BFSP1,0,[]
BEX2,0,[]
BECN1,0,[]
BEAN1,0,[]
BDNF,0,[]
BLM,0,[]
BLOC1S2,0,[]
BLVRA,0,[]
BMI1,0,[]
BMP2,0,[]
BMP5,0,[]
BMP6,0,[]
BMP7,0,[]
BMP8A,0,[]
BMP8B,0,[]
BMPER,0,[]
BMPR1B,0,[]
BMPR2,0,[]
BNC1,0,[]
BNC2,0,[]
BNIP3,0,[]
BOLL,0,[]
BDKRB2,0,[]
BDKRB1,0,[]
BCR,0,[]
BCAS3,0,[]
BAG6,0,[]
BAK1,0,[]
BANK1,0,[]
BAP1,0,[]
BARD1,0,[]
BARHL2,0,[]
BARX2,0,[]
BAX,0,[]
BAZ2B,0,[]
BBC3,0,[]
BCAM,0,[]
BCAN,0,[]
BCAR1,0,[]
BCAR4,0,[]
BCCIP,0,[]
BCORL1,0,[]
BCHE,0,[]
BCKDK,0,[]
BCL10,0,[]
BCL11B,0,[]
BCL2,0,[]
BCL2L1,0,[]
BCL2L12,0,[]
BCL2L13,0,[]
BCL2L2,0,[]
BCL6,0,[]
BCL6B,0,[]
BCL7B,0,[]
BCL7C,0,[]
BCOR,0,[]
BRAF,0,[]
BRCA1,0,[]
BRCA2,0,[]
CALCA,0,[]
CACNA1C,0,[]
CACNA1D,0,[]
CACNA1G,0,[]
CACNA1H,0,[]
CACNA2D1,0,[]
CACNG3,0,[]
CACNG4,0,[]
CACNG5,0,[]
CACUL1,0,[]
CACYBP,0,[]
CAD,0,[]
CADM4,0,[]
CALB1,0,[]
CALB2,0,[]
CALCB,0,[]
CABYR,0,[]
CALCR,0,[]
CALM3,0,[]
CALML3,0,[]
CALR3,0,[]
CAMK1,0,[]
CAMK2A,0,[]
CAMK2B,0,[]
CAMK2D,0,[]
CAMK2G,0,[]
CAMKV,0,[]
CAMP,0,[]
CAMSAP2,0,[]
CAND1,0,[]
CANX,0,[]
CACNA1B,0,[]
CABP4,0,[]
BRD3,0,[]
BUB1B,0,[]
BRD4,0,[]
BRDT,0,[]
BRI3BP,0,[]
BRINP1,0,[]
BRIP1,0,[]
BRIX1,0,[]
BRSK2,0,[]
BSDC1,0,[]
BST1,0,[]
BTBD9,0,[]
BTK,0,[]
BTNL2,0,[]
BTRC,0,[]
BUB1,0,[]
C1QL3,0,[]
CABCOCO1,0,[]
C1QTNF1,0,[]
C1QTNF9,0,[]
C3AR1,0,[]
C4B,0,[]
C5,0,[]
C5AR1,0,[]
C6,0,[]
C8B,0,[]
C8G,0,[]
C9,0,[]
CA10,0,[]
CA14,0,[]
CA4,0,[]
CA9,0,[]
EPHB1,0,[]
EPHB2,0,[]
EPHB4,0,[]
KCTD5,0,[]
KDM5D,0,[]
KDM5B,0,[]
KDM4A,0,[]
KDM3A,0,[]
KDM1A,0,[]
KCTD9,0,[]
KCTD20,0,[]
KIR2DL1,0,[]
KCTD11,0,[]
KCTD10,0,[]
KCNV1,0,[]
KCNU1,0,[]
KCNT2,0,[]
KCNT1,0,[]
KDM6A,0,[]
KDM6B,0,[]
KDM8,0,[]
KDR,0,[]
KEAP1,0,[]
KEL,0,[]
KHDC3L,0,[]
KHDRBS1,0,[]
KHSRP,0,[]
KIAA0408,0,[]
KIAA1191,0,[]
KIAA2013,0,[]
KIF11,0,[]
KIF1A,0,[]
KIF20A,0,[]
KIF2A,0,[]
KIF2C,0,[]
KCNS1,0,[]
KCNRG,0,[]
KCNQ4,0,[]
KCNJ8,0,[]
KCNF1,0,[]
KCNH1,0,[]
KCNH2,0,[]
KCNH3,0,[]
KCNH4,0,[]
KCNH5,0,[]
KCNH6,0,[]
KCNIP2,0,[]
KCNJ1,0,[]
KCNJ11,0,[]
KCNJ12,0,[]
KCNJ13,0,[]
KCNJ16,0,[]
KCNJ6,0,[]
KCNJ9,0,[]
KCNQ2,0,[]
KCNK1,0,[]
KCNK10,0,[]
KCNK12,0,[]
KCNK15,0,[]
KCNK16,0,[]
KCNK17,0,[]
KCNK18,0,[]
KCNK3,0,[]
KCNK4,0,[]
KCNK6,0,[]
KCNK9,0,[]
KCNMB1,0,[]
KCNN3,0,[]
KCNN4,0,[]
KIF5B,0,[]
KIR2DL4,0,[]
KCNC4,0,[]
LANCL1,0,[]
LAT,0,[]
LASP1,0,[]
LARP4B,0,[]
LARP4,0,[]
LAPTM4B,0,[]
LANCL2,0,[]
LAMP2,0,[]
KIR3DL1,0,[]
LAMC2,0,[]
LAMC1,0,[]
LAMA3,0,[]
LAIR2,0,[]
LACRT,0,[]
LACC1,0,[]
LATS1,0,[]
LATS2,0,[]
LBH,0,[]
LBX1,0,[]
LCAT,0,[]
LDB3,0,[]
LENG8,0,[]
LEP,0,[]
LEPROTL1,0,[]
LGALS13,0,[]
LGALS14,0,[]
LGALS8,0,[]
LGALSL,0,[]
LGR4,0,[]
LGR5,0,[]
LGR6,0,[]
LHCGR,0,[]
KXD1,0,[]
KRTCAP2,0,[]
KRT20,0,[]
KLK6,0,[]
KISS1R,0,[]
KIT,0,[]
KITLG,0,[]
KLF14,0,[]
KLF16,0,[]
KLF17,0,[]
KLHDC2,0,[]
KLHL1,0,[]
KLHL14,0,[]
KLHL24,0,[]
KLHL4,0,[]
KLHL8,0,[]
KLK15,0,[]
KLK4,0,[]
KLRB1,0,[]
KRAS,0,[]
KLRC1,0,[]
KLRC2,0,[]
KLRD1,0,[]
KLRF1,0,[]
KLRG1,0,[]
KMT2A,0,[]
KMT2D,0,[]
KNDC1,0,[]
KNSTRN,0,[]
KPNA1,0,[]
KPNA2,0,[]
KPNA3,0,[]
KPNA6,0,[]
KPRP,0,[]
KCNE1,0,[]
KCNC3,0,[]
IFNL3,0,[]
IL1RAP,0,[]
IL23R,0,[]
IL23A,0,[]
IL22RA1,0,[]
IL22,0,[]
IL21,0,[]
IL20,0,[]
IL1F10,0,[]
IMPDH1,0,[]
IL1A,0,[]
IL19,0,[]
IL18RAP,0,[]
IL17RB,0,[]
IL17F,0,[]
IL17B,0,[]
IL24,0,[]
IL25,0,[]
IL26,0,[]
IL3,0,[]
IL31,0,[]
IL33,0,[]
IL34,0,[]
IL36G,0,[]
IL37,0,[]
IL5,0,[]
IL5RA,0,[]
IL6R,0,[]
IL7,0,[]
IL9,0,[]
ILDR2,0,[]
ILF3,0,[]
ILK,0,[]
IL17A,0,[]
IL16,0,[]
IL15RA,0,[]
IGSF8,0,[]
IFRD1,0,[]
IFT57,0,[]
IGBP1,0,[]
IGF1,0,[]
IGF1R,0,[]
IGF2,0,[]
IGF2BP1,0,[]
IGF2BP2,0,[]
IGF2BP3,0,[]
IGFBP1,0,[]
IGFN1,0,[]
IGHE,0,[]
IGSF1,0,[]
IGSF3,0,[]
IGSF9B,0,[]
IL15,0,[]
IHH,0,[]
IKBKB,0,[]
IKBKG,0,[]
IKZF4,0,[]
IL10,0,[]
IL10RA,0,[]
IL10RB,0,[]
IL11,0,[]
IL12A,0,[]
IL12B,0,[]
IL12RB1,0,[]
IL12RB2,0,[]
IL13,0,[]
IL13RA2,0,[]
IMMT,0,[]
IMPDH2,0,[]
KCNC1,0,[]
ITGB5,0,[]
ITPRID2,0,[]
ITPKA,0,[]
ITM2A,0,[]
ITK,0,[]
ITIH5,0,[]
ITIH1,0,[]
ITGB4,0,[]
IMPG1,0,[]
ITGB3,0,[]
ITGB1BP2,0,[]
ITGAV,0,[]
ITGAE,0,[]
ITGA6,0,[]
ITGA5,0,[]
JAK1,0,[]
JAM2,0,[]
JAM3,0,[]
JAZF1,0,[]
JDP2,0,[]
JMJD4,0,[]
JPH1,0,[]
JPH2,0,[]
JPT2,0,[]
JRK,0,[]
JUP,0,[]
KAT5,0,[]
KATNA1,0,[]
KCNA3,0,[]
KCNA4,0,[]
KCNAB3,0,[]
KCNB1,0,[]
ITGA2B,0,[]
ITGA2,0,[]
ITGA1,0,[]
IPO5,0,[]
INA,0,[]
INCA1,0,[]
ING1,0,[]
INHA,0,[]
INMT,0,[]
INO80D,0,[]
INPP5D,0,[]
INPPL1,0,[]
INSC,0,[]
INSL3,0,[]
INSL4,0,[]
INSRR,0,[]
INVS,0,[]
IPO11,0,[]
IPO7,0,[]
ITCH,0,[]
IPO9,0,[]
IPP,0,[]
IRAK1,0,[]
IRAK2,0,[]
IRAK4,0,[]
IRF2BP1,0,[]
IRF2BPL,0,[]
IRF3,0,[]
IRF8,0,[]
IRGM,0,[]
IRGQ,0,[]
IRS4,0,[]
ISL1,0,[]
ISOC2,0,[]
LIG3,0,[]
LIG4,0,[]
LILRA2,0,[]
MGMT,0,[]
MINDY1,0,[]
MIEN1,0,[]
MID2,0,[]
MICB,0,[]
MICAL2,0,[]
MICA,0,[]
MGAM,0,[]
MMP13,0,[]
MFSD5,0,[]
MFRP,0,[]
MFN2,0,[]
MFGE8,0,[]
MFF,0,[]
METTL3,0,[]
MINDY2,0,[]
MINPP1,0,[]
MIPOL1,0,[]
MITD1,0,[]
MKI67,0,[]
MKNK1,0,[]
MKRN2,0,[]
MKRN3,0,[]
MKX,0,[]
MLANA,0,[]
MLF1,0,[]
MLH1,0,[]
MLPH,0,[]
MLXIP,0,[]
MLXIPL,0,[]
MMACHC,0,[]
MMADHC,0,[]
METTL2A,0,[]
METTL18,0,[]
METTL16,0,[]
MED12,0,[]
MCM3AP,0,[]
MCM4,0,[]
MCM5,0,[]
MCM6,0,[]
MCM7,0,[]
MCM9,0,[]
MCPH1,0,[]
MCTP2,0,[]
MCTS1,0,[]
MDC1,0,[]
MDM1,0,[]
MDM2,0,[]
MECOM,0,[]
MED1,0,[]
MED12L,0,[]
METRNL,0,[]
MEF2A,0,[]
MEG3,0,[]
MEGF10,0,[]
MEGF8,0,[]
MEIOB,0,[]
MEIS1,0,[]
MEIS2,0,[]
MEIS3,0,[]
MELK,0,[]
MELTF,0,[]
MEN1,0,[]
MEPCE,0,[]
MEST,0,[]
MET,0,[]
MMEL1,0,[]
MMP21,0,[]
LILRA4,0,[]
MTAP,0,[]
MTHFR,0,[]
MTHFD1,0,[]
MTFR1L,0,[]
MTERF2,0,[]
MTCL1,0,[]
MTCH2,0,[]
MTA2,0,[]
MMP8,0,[]
MTA1,0,[]
MT1A,0,[]
MSTN,0,[]
MST1R,0,[]
MST1,0,[]
MSLN,0,[]
MTNR1A,0,[]
MTNR1B,0,[]
MTOR,0,[]
MTPAP,0,[]
MTR,0,[]
MTRES1,0,[]
MTREX,0,[]
MTRF1,0,[]
MUC1,0,[]
MUC16,0,[]
MUC19,0,[]
MUC4,0,[]
MUC5AC,0,[]
MUC5B,0,[]
MUTYH,0,[]
MVD,0,[]
MYB,0,[]
MSI2,0,[]
MSI1,0,[]
MSH6,0,[]
MPO,0,[]
MMRN2,0,[]
MNS1,0,[]
MNX1,0,[]
MOB2,0,[]
MOB4,0,[]
MOG,0,[]
MON2,0,[]
MOV10,0,[]
MPDU1,0,[]
MPDZ,0,[]
MPHOSPH9,0,[]
MPI,0,[]
MPL,0,[]
MPLKIP,0,[]
MPP7,0,[]
MSH3,0,[]
MPPED1,0,[]
MPZ,0,[]
MPZL1,0,[]
MR1,0,[]
MRAP,0,[]
MRAP2,0,[]
MRC2,0,[]
MRE11,0,[]
MRFAP1L1,0,[]
MRM3,0,[]
MRPL45,0,[]
MRTFA,0,[]
MS4A2,0,[]
MSH2,0,[]
MCM3,0,[]
MCM2,0,[]
MCHR2,0,[]
LSG1,0,[]
LTBR,0,[]
LTBP1,0,[]
LTB4R2,0,[]
LTB4R,0,[]
LTA,0,[]
LSM12,0,[]
LRTM1,0,[]
MCHR1,0,[]
LRRTM1,0,[]
LRRC47,0,[]
LRRC45,0,[]
LRRC3B,0,[]
LRRC38,0,[]
LRRC32,0,[]
LTK,0,[]
LUC7L,0,[]
LURAP1,0,[]
LY9,0,[]
LY96,0,[]
LYAR,0,[]
LZIC,0,[]
LZTS1,0,[]
MAB21L1,0,[]
MAB21L2,0,[]
MACC1,0,[]
MAD1L1,0,[]
MAD2L1,0,[]
MAEA,0,[]
MAFF,0,[]
MAGEA1,0,[]
MAGEA10,0,[]
LRRC3,0,[]
LRRC20,0,[]
LRPPRC,0,[]
LONRF3,0,[]
LILRB2,0,[]
LIM2,0,[]
LIN28A,0,[]
LIN28B,0,[]
LINGO2,0,[]
LINS1,0,[]
LIPC,0,[]
LIPE,0,[]
LIPF,0,[]
LIPG,0,[]
LMBR1L,0,[]
LMO2,0,[]
LMX1B,0,[]
LONP1,0,[]
LOX,0,[]
LRP6,0,[]
LOXL1,0,[]
LPA,0,[]
LPAR3,0,[]
AAMP,0,[]
LPIN1,0,[]
LPL,0,[]
LPXN,0,[]
LRATD2,0,[]
LRBA,0,[]
LRCH1,0,[]
LRG1,0,[]
LRIF1,0,[]
LRP2,0,[]
LRP5,0,[]
MAGEA11,0,[]
MAGEA12,0,[]
MAGEA3,0,[]
MAPRE2,0,[]
MAP4K5,0,[]
MAP7D1,0,[]
MAPK1,0,[]
MAPK10,0,[]
MAPK11,0,[]
MAPK12,0,[]
MAPK14,0,[]
MAPK15,0,[]
MAPK3,0,[]
MAPK8,0,[]
MAPK8IP1,0,[]
MAPK8IP2,0,[]
MAPK8IP3,0,[]
MAPK9,0,[]
MAPT,0,[]
MAP4K3,0,[]
MARK2,0,[]
MAS1,0,[]
MASP1,0,[]
MASP2,0,[]
MAT1A,0,[]
MAVS,0,[]
MAX,0,[]
MBL2,0,[]
MBNL1,0,[]
MC1R,0,[]
MC3R,0,[]
MC4R,0,[]
MCAM,0,[]
MCCC1,0,[]
MAP4K4,0,[]
MAP4K2,0,[]
MAGEA4,0,[]
MAOA,0,[]
MAGEB2,0,[]
MAGEC1,0,[]
MAGEC2,0,[]
MAGI1,0,[]
MAGI3,0,[]
MAK,0,[]
MAL,0,[]
MAL2,0,[]
MALL,0,[]
MALT1,0,[]
MAML2,0,[]
MAN1B1,0,[]
MAN2B1,0,[]
MANEA,0,[]
MAP1A,0,[]
MAP4,0,[]
MAP1LC3A,0,[]
MAP1LC3B,0,[]
MAP1S,0,[]
MAP2,0,[]
MAP2K1,0,[]
MAP2K4,0,[]
MAP2K5,0,[]
MAP3K1,0,[]
MAP3K14,0,[]
MAP3K15,0,[]
MAP3K20,0,[]
MAP3K5,0,[]
MAP3K7,0,[]
MAP3K7CL,0,[]
IFNW1,0,[]
IFNL2,0,[]
EPHB6,0,[]
FRAS1,0,[]
FSIP1,0,[]
FSHR,0,[]
FRZB,0,[]
FRMD7,0,[]
FREM2,0,[]
FREM1,0,[]
FRA10AC1,0,[]
GAB1,0,[]
FOXRED1,0,[]
FOXP4,0,[]
FOXP2,0,[]
FOXO4,0,[]
FOXN1,0,[]
FOXM1,0,[]
FST,0,[]
FSTL1,0,[]
FSTL3,0,[]
FTO,0,[]
FUBP3,0,[]
FUCA1,0,[]
FUS,0,[]
FUT2,0,[]
FUT3,0,[]
FUT4,0,[]
FUT8,0,[]
FXR2,0,[]
FYN,0,[]
FZD10,0,[]
FZD3,0,[]
FZD6,0,[]
FZR1,0,[]
FOXL2,0,[]
FOXJ2,0,[]
FOXJ1,0,[]
FNDC3A,0,[]
FLII,0,[]
FLNB,0,[]
FLNC,0,[]
FLOT2,0,[]
FLRT3,0,[]
FLT3,0,[]
FLT4,0,[]
FLYWCH1,0,[]
FMC1,0,[]
FMN1,0,[]
FMN2,0,[]
FMO3,0,[]
FMO5,0,[]
FN3KRP,0,[]
FNDC3B,0,[]
FOXI1,0,[]
FNDC5,0,[]
FNTA,0,[]
FOLH1,0,[]
FOLR1,0,[]
FOSL1,0,[]
FOXA1,0,[]
FOXA2,0,[]
FOXC1,0,[]
FOXC2,0,[]
FOXD2,0,[]
FOXE1,0,[]
FOXE3,0,[]
FOXF1,0,[]
FOXG1,0,[]
GAA,0,[]
GAB2,0,[]
FLCN,0,[]
GDF11,0,[]
GDF7,0,[]
GDF6,0,[]
GDF5,0,[]
GDF3,0,[]
GDF2,0,[]
GDF15,0,[]
GDA,0,[]
GABBR2,0,[]
GCNT4,0,[]
GCNT2,0,[]
GCN1,0,[]
GCM1,0,[]
GCLM,0,[]
GCKR,0,[]
GDF9,0,[]
GDNF,0,[]
GFPT1,0,[]
GGT1,0,[]
GH1,0,[]
GHITM,0,[]
GHR,0,[]
GHSR,0,[]
GIMAP8,0,[]
GIPC1,0,[]
GIPC2,0,[]
GJA5,0,[]
GJB1,0,[]
GJC1,0,[]
GKN1,0,[]
GLB1,0,[]
GLCCI1,0,[]
GCGR,0,[]
GBX2,0,[]
GBF1,0,[]
GAD1,0,[]
GABRA1,0,[]
GABRA2,0,[]
GABRA3,0,[]
GABRA4,0,[]
GABRA5,0,[]
GABRA6,0,[]
GABRB3,0,[]
GABRD,0,[]
GABRG1,0,[]
GABRG2,0,[]
GABRG3,0,[]
GABRP,0,[]
GABRQ,0,[]
GABRR3,0,[]
GAD2,0,[]
